thermo_state,conform_state,mean,std,lagtime_ns
0,0,0.07219390144349508,0.06966458932579987,201.0
0,1,0.08976526451993966,0.07635453562950231,201.0
0,2,0.059455843473131924,0.048755894386800024,201.0
0,3,0.06937296399864554,0.11494507039759268,201.0
0,4,0.17568112716997683,0.1467845232044147,201.0
0,5,0.23616131448138522,0.14095537138141292,201.0
0,6,0.14052107313380854,0.08772737232480106,201.0
0,7,0.15684851177961717,0.10396366092551385,201.0
